mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_criterion,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.17929228146870932,0.023999645006243096,0.021940151850382488,0.006955901785236423,bootstrap,gini,5,sqrt,5,9,5,70,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 5, 'n_estimators': 70}",0.7847533632286996,0.8161434977578476,0.7882882882882883,0.7963950497582785,0.01403863294835575,1068
0.1261893113454183,0.002036020675633035,0.016621510187784832,0.00046996627522301706,bootstrap,gini,5,sqrt,5,9,5,90,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 5, 'n_estimators': 90}",0.8251121076233184,0.820627802690583,0.8018018018018018,0.8158472373719011,0.010098941956059752,790
0.01595648129781087,0.0008165347841908897,0.0032607714335123696,0.00037752357182055645,bootstrap,gini,5,sqrt,5,9,8,10,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 8, 'n_estimators': 10}",0.8071748878923767,0.8340807174887892,0.8018018018018018,0.8143524690609892,0.014121386925651134,828
0.04628594716389974,0.0032074675269003526,0.007646401723225911,0.0012439640610927005,bootstrap,gini,5,sqrt,5,9,8,30,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 8, 'n_estimators': 30}",0.7892376681614349,0.8295964125560538,0.7972972972972973,0.8053771260049287,0.01743884144156453,997
0.07146938641866048,0.006575015283898803,0.011631488800048828,0.0012428725693394895,bootstrap,gini,5,sqrt,5,9,8,50,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 8, 'n_estimators': 50}",0.8116591928251121,0.8385650224215246,0.8018018018018018,0.8173420056828128,0.015537146221562909,754
0.13101704915364584,0.016273119074296318,0.02000276247660319,0.005358294970858243,bootstrap,gini,5,sqrt,5,9,8,70,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 8, 'n_estimators': 70}",0.820627802690583,0.8475336322869955,0.8063063063063063,0.8248225804279615,0.017090352484740404,516
0.1230161190032959,0.003307117858445442,0.0181430180867513,0.0026730320825628213,bootstrap,gini,5,sqrt,5,9,8,90,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 8, 'n_estimators': 90}",0.7937219730941704,0.8295964125560538,0.8108108108108109,0.811376398820345,0.014651138045068509,892
0.01501305898030599,6.284258277170988e-05,0.0036154588063557944,0.0004436354700138287,bootstrap,gini,5,sqrt,5,9,11,10,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 11, 'n_estimators': 10}",0.8116591928251121,0.8295964125560538,0.7747747747747747,0.8053434600519802,0.02282205589047065,1012
0.042542060216267906,0.00046301785635069937,0.006648937861124675,0.0004703027242327683,bootstrap,gini,5,sqrt,5,9,11,30,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 11, 'n_estimators': 30}",0.8026905829596412,0.8430493273542601,0.8198198198198198,0.8218532433779071,0.01653900784614931,598
0.06868616739908855,0.0010056649850457532,0.009973287582397461,0.0,bootstrap,gini,5,sqrt,5,9,11,50,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 11, 'n_estimators': 50}",0.7982062780269058,0.8116591928251121,0.7927927927927928,0.8008860878816035,0.007931847123584607,1046
0.08882546424865723,0.005065724994289031,0.01296544075012207,0.0008139067882990589,bootstrap,gini,5,sqrt,5,9,11,70,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 11, 'n_estimators': 70}",0.8026905829596412,0.8295964125560538,0.8018018018018018,0.8113629324391655,0.01289812210792329,907
0.12068915367126465,0.004313617215175645,0.01628851890563965,0.0004712070843141206,bootstrap,gini,5,sqrt,5,9,11,90,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 11, 'n_estimators': 90}",0.7982062780269058,0.8251121076233184,0.8063063063063063,0.8098748973188435,0.01127037556099676,923
0.013299067815144857,0.0004757003080198624,0.0029889742533365884,4.848495814854191e-06,bootstrap,gini,5,sqrt,8,1,2,10,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10}",0.8026905829596412,0.8475336322869955,0.8198198198198198,0.8233480116888189,0.018476306839521717,548
